,price(£),mileage(mi),door_count,body_style,engine_size(cc),transmission,year,brand,model
866,6490,112000.0,5.0,Estate,2967.0,Manual,2008.0,Audi,A4
867,10000,68431.0,5.0,Estate,1968.0,Manual,2013.0,Audi,Q3
868,28995,11819.0,5.0,Estate,1968.0,Manual,2019.0,Audi,A4
869,20500,19330.0,5.0,Estate,1395.0,Automatic,2017.0,Audi,Q2
871,21000,11459.0,5.0,Estate,1998.0,Automatic,2018.0,BMW,2
872,13500,55051.0,5.0,Estate,1995.0,Automatic,2016.0,BMW,3
873,14995,79035.0,5.0,Estate,1995.0,Automatic,2015.0,BMW,3
874,5595,68000.0,5.0,Estate,1995.0,Manual,2010.0,BMW,3
875,21999,66000.0,5.0,Estate,2993.0,Automatic,2014.0,BMW,X5
876,18750,40000.0,5.0,Estate,2993.0,Automatic,2015.0,BMW,3
877,22495,31000.0,5.0,Estate,1995.0,Automatic,2018.0,BMW,X1
878,27995,31750.0,5.0,Estate,2993.0,Automatic,2015.0,BMW,X5
879,16990,28349.0,5.0,Estate,1995.0,Automatic,2017.0,BMW,3
880,6995,168000.0,5.0,Estate,2993.0,Automatic,2011.0,BMW,X5
881,16999,37670.0,5.0,Estate,2143.0,Automatic,2017.0,Mercedes-Benz,GLA
882,25999,16000.0,5.0,Estate,2143.0,Automatic,2016.0,Mercedes-Benz,GLE
883,29199,5260.0,5.0,Estate,1300.0,Automatic,2020.0,Mercedes-Benz,CLA
884,11500,110810.0,5.0,Estate,1991.0,Automatic,2016.0,Mercedes-Benz,C
885,25999,47195.0,5.0,Estate,2143.0,Automatic,2017.0,Mercedes-Benz,GLE
886,14000,118340.0,5.0,Estate,2143.0,Automatic,2016.0,Mercedes-Benz,C
887,18495,29913.0,5.0,Estate,2100.0,Automatic,2015.0,Mercedes-Benz,CLA
888,21795,8405.0,5.0,Estate,1500.0,Automatic,2019.0,Mercedes-Benz,C
889,6495,81000.0,5.0,Estate,1597.0,Automatic,2009.0,Mercedes-Benz,C
890,12250,84125.0,5.0,Estate,2143.0,Automatic,2015.0,Mercedes-Benz,C
891,11500,39374.0,5.0,Estate,999.0,Automatic,2019.0,Ford,C-Max
892,15995,13452.0,5.0,Estate,999.0,Manual,2019.0,Ford,Focus
893,10500,32345.0,5.0,Estate,1000.0,Manual,2017.0,Ford,Grand
894,12250,37819.0,5.0,Estate,1499.0,Manual,2017.0,Ford,Kuga
895,12000,15164.0,5.0,Estate,999.0,Automatic,2017.0,Ford,Focus
896,21000,14948.0,5.0,Estate,1500.0,Automatic,2019.0,Ford,Kuga
897,16750,1431.0,5.0,Estate,1997.0,Manual,2019.0,Ford,Kuga
898,8299,73105.0,5.0,Estate,1499.0,Manual,2016.0,Ford,Focus
899,2690,123000.0,5.0,Estate,1997.0,Manual,2009.0,Ford,Mondeo
900,20660,1485.0,5.0,Estate,1500.0,Automatic,2020.0,Ford,Focus
901,16500,15772.0,5.0,Estate,1597.0,Manual,2018.0,Honda,CR-V
902,14500,26472.0,5.0,Estate,1997.0,Manual,2017.0,Honda,CR-V
903,10995,95300.0,5.0,Estate,1597.0,Manual,2016.0,Honda,CR-V
904,13290,61128.0,5.0,Estate,1600.0,Manual,2017.0,Honda,CR-V
905,29995,10352.0,5.0,Estate,1993.0,Automatic,2019.0,Honda,CR-V
906,17998,11779.0,5.0,Estate,1997.0,Automatic,2017.0,Honda,CR-V
907,16995,26000.0,5.0,Estate,1997.0,Automatic,2017.0,Honda,CR-V
908,14595,43250.0,5.0,Estate,1597.0,Automatic,2015.0,Honda,CR-V
909,15499,5593.0,5.0,Estate,1997.0,Automatic,2015.0,Honda,CR-V
911,23495,38818.0,5.0,Estate,1968.0,Automatic,2017.0,Audi,A6
912,35994,16848.0,5.0,Estate,2995.0,Automatic,2017.0,Audi,Q5
913,18991,11000.0,5.0,Estate,1395.0,Manual,2018.0,Audi,Q2
914,2995,132500.0,5.0,Estate,1896.0,Manual,2008.0,Audi,A4
915,14990,32000.0,5.0,Estate,1968.0,Automatic,2016.0,Audi,A4
916,795,202000.0,5.0,Estate,2496.0,Manual,2003.0,Audi,A4
917,9999,108000.0,5.0,Estate,2967.0,Manual,2010.0,Audi,Q5
918,21995,26000.0,5.0,Estate,1984.0,Manual,2017.0,Audi,A4
919,17000,64382.0,5.0,Estate,1984.0,Manual,2014.0,Audi,Q5
920,11400,81136.0,5.0,Estate,1968.0,Manual,2016.0,Audi,A4
921,31980,10780.0,5.0,Estate,3000.0,Automatic,2019.0,BMW,5
922,15990,40000.0,5.0,Estate,1995.0,Automatic,2016.0,BMW,5
923,18995,40802.0,5.0,Estate,1995.0,Manual,2017.0,BMW,X1
924,14995,38000.0,5.0,Estate,1995.0,Manual,2015.0,BMW,5
925,2895,132000.0,5.0,Estate,1995.0,Manual,2006.0,BMW,3
926,5995,74000.0,5.0,Estate,1995.0,Manual,2009.0,BMW,3
927,11395,100000.0,5.0,Estate,2993.0,Automatic,2012.0,BMW,5
928,2995,147000.0,5.0,Estate,2993.0,Automatic,2004.0,BMW,5
929,33989,56688.0,5.0,Estate,3000.0,Automatic,2017.0,BMW,X6
930,49995,20144.0,5.0,Estate,4395.0,Automatic,2017.0,BMW,X5
931,5495,131000.0,5.0,Estate,2987.0,Automatic,2006.0,Mercedes-Benz,M
932,55744,5498.0,5.0,Estate,3000.0,Automatic,2020.0,Mercedes-Benz,GLE
933,3795,146000.0,5.0,Estate,2987.0,Automatic,2006.0,Mercedes-Benz,M
934,33299,4196.0,5.0,Estate,2000.0,Automatic,2020.0,Mercedes-Benz,C
935,21697,10180.0,5.0,Estate,2143.0,Automatic,2018.0,Mercedes-Benz,CLA
936,34500,4830.0,5.0,Estate,1950.0,Automatic,2020.0,Mercedes-Benz,GLC
937,16500,42271.0,5.0,Estate,2143.0,Automatic,2016.0,Mercedes-Benz,C
938,11995,87000.0,5.0,Estate,2987.0,Automatic,2011.0,Mercedes-Benz,M
939,18300,39580.0,5.0,Estate,2143.0,Automatic,2018.0,Mercedes-Benz,C
940,54480,4000.0,5.0,Estate,2000.0,Automatic,2020.0,Mercedes-Benz,V
941,17498,17066.0,5.0,Estate,1499.0,Manual,2017.0,Ford,Kuga
942,18390,2983.0,5.0,Estate,1500.0,Manual,2020.0,Ford,Focus
